dexNum,name,baseName,slug,type1,type2,evolvesFromName,evolvesFromDexNum,evolvesFromCondition,evolvesTo
734,Yungoos,Yungoos,yungoos,Normal,,,,,"Gumshoos (Level 20, Daytime)"
735,Gumshoos,Gumshoos,gumshoos,Normal,,Yungoos,734,"Level 20, Daytime",
736,Grubbin,Grubbin,grubbin,Bug,,,,,Charjabug (Level 20)
737,Charjabug,Charjabug,charjabug,Bug,Electric,Grubbin,736,Level 20,"Vikavolt (use Thunder Stone, in Gen 8+, or level up in a Magnetic Field area)"
738,Vikavolt,Vikavolt,vikavolt,Bug,Electric,Charjabug,737,"use Thunder Stone, in Gen 8+, or level up in a Magnetic Field area",
739,Crabrawler,Crabrawler,crabrawler,Fighting,,,,,"Crabominable (use Ice Stone, or at Mount Lanakila in Alola)"
740,Crabominable,Crabominable,crabominable,Fighting,Ice,Crabrawler,739,"use Ice Stone, or at Mount Lanakila in Alola",
742,Cutiefly,Cutiefly,cutiefly,Bug,Fairy,,,,Ribombee (Level 25)
743,Ribombee,Ribombee,ribombee,Bug,Fairy,Cutiefly,742,Level 25,
744,Rockruff,Rockruff,rockruff,Rock,,,,,"Lycanroc (Midday Form) (Level 25, Daytime); Lycanroc (Midnight Form) (Level 25, Nighttime)"
745,Lycanroc (Midday Form),Lycanroc,lycanroc,Rock,,Rockruff,744,"Level 25, Daytime",
745,Lycanroc (Midnight Form),Lycanroc,lycanroc,Rock,,Rockruff,744,"Level 25, Nighttime",
747,Mareanie,Mareanie,mareanie,Poison,Water,,,,Toxapex (Level 38)
748,Toxapex,Toxapex,toxapex,Poison,Water,Mareanie,747,Level 38,
749,Mudbray,Mudbray,mudbray,Ground,,,,,Mudsdale (Level 30)
750,Mudsdale,Mudsdale,mudsdale,Ground,,Mudbray,749,Level 30,
751,Dewpider,Dewpider,dewpider,Water,Bug,,,,Araquanid (Level 22)
752,Araquanid,Araquanid,araquanid,Water,Bug,Dewpider,751,Level 22,
753,Fomantis,Fomantis,fomantis,Grass,,,,,"Lurantis (Level 34, Daytime)"
754,Lurantis,Lurantis,lurantis,Grass,,Fomantis,753,"Level 34, Daytime",
755,Morelull,Morelull,morelull,Grass,Fairy,,,,Shiinotic (Level 24)
756,Shiinotic,Shiinotic,shiinotic,Grass,Fairy,Morelull,755,Level 24,
757,Salandit,Salandit,salandit,Poison,Fire,,,,"Salazzle (Level 33, Female)"
758,Salazzle,Salazzle,salazzle,Poison,Fire,Salandit,757,"Level 33, Female",
759,Stufful,Stufful,stufful,Normal,Fighting,,,,Bewear (Level 27)
760,Bewear,Bewear,bewear,Normal,Fighting,Stufful,759,Level 27,
761,Bounsweet,Bounsweet,bounsweet,Grass,,,,,Steenee (Level 18)
762,Steenee,Steenee,steenee,Grass,,Bounsweet,761,Level 18,Tsareena (after Stomp learned)
763,Tsareena,Tsareena,tsareena,Grass,,Steenee,762,after Stomp learned,
767,Wimpod,Wimpod,wimpod,Bug,Water,,,,Golisopod (Level 30)
768,Golisopod,Golisopod,golisopod,Bug,Water,Wimpod,767,Level 30,
769,Sandygast,Sandygast,sandygast,Ghost,Ground,,,,Palossand (Level 42)
770,Palossand,Palossand,palossand,Ghost,Ground,Sandygast,769,Level 42,
772,Type: Null,Type: Null,type-null,Normal,,,,,Silvally (high Friendship)
773,Silvally,Silvally,silvally,Normal,,Type: Null,772,high Friendship,
782,Jangmo-o,Jangmo-o,jangmo-o,Dragon,,,,,Hakamo-o (Level 35)
783,Hakamo-o,Hakamo-o,hakamo-o,Dragon,Fighting,Jangmo-o,782,Level 35,Kommo-o (Level 45)
784,Kommo-o,Kommo-o,kommo-o,Dragon,Fighting,Hakamo-o,783,Level 45,
789,Cosmog,Cosmog,cosmog,Psychic,,,,,Cosmoem (Level 43)
790,Cosmoem,Cosmoem,cosmoem,Psychic,,Cosmog,789,Level 43,"Solgaleo (Level 53, in Pokémon Sun or Ultra Sun); Lunala (Level 53, in Pokémon Moon or Ultra Moon)"
791,Solgaleo,Solgaleo,solgaleo,Psychic,Steel,Cosmoem,790,"Level 53, in Pokémon Sun or Ultra Sun",
792,Lunala,Lunala,lunala,Psychic,Ghost,Cosmoem,790,"Level 53, in Pokémon Moon or Ultra Moon",
803,Poipole,Poipole,poipole,Poison,,,,,Naganadel (after Dragon Pulse learned)
804,Naganadel,Naganadel,naganadel,Poison,Dragon,Poipole,803,after Dragon Pulse learned,
808,Meltan,Meltan,meltan,Steel,,,,,"Melmetal (Pokémon GO only, 400 Meltan Candies)"
809,Melmetal,Melmetal,melmetal,Steel,,Meltan,808,"Pokémon GO only, 400 Meltan Candies",
810,Grookey,Grookey,grookey,Grass,,,,,Thwackey (Level 16)
811,Thwackey,Thwackey,thwackey,Grass,,Grookey,810,Level 16,Rillaboom (Level 35)
812,Rillaboom,Rillaboom,rillaboom,Grass,,Thwackey,811,Level 35,
813,Scorbunny,Scorbunny,scorbunny,Fire,,,,,Raboot (Level 16)
814,Raboot,Raboot,raboot,Fire,,Scorbunny,813,Level 16,Cinderace (Level 35)
815,Cinderace,Cinderace,cinderace,Fire,,Raboot,814,Level 35,
816,Sobble,Sobble,sobble,Water,,,,,Drizzile (Level 16)
817,Drizzile,Drizzile,drizzile,Water,,Sobble,816,Level 16,Inteleon (Level 35)
818,Inteleon,Inteleon,inteleon,Water,,Drizzile,817,Level 35,
819,Skwovet,Skwovet,skwovet,Normal,,,,,Greedent (Level 24)
820,Greedent,Greedent,greedent,Normal,,Skwovet,819,Level 24,
821,Rookidee,Rookidee,rookidee,Flying,,,,,Corvisquire (Level 18)
822,Corvisquire,Corvisquire,corvisquire,Flying,,Rookidee,821,Level 18,Corviknight (Level 38)
823,Corviknight,Corviknight,corviknight,Flying,Steel,Corvisquire,822,Level 38,
824,Blipbug,Blipbug,blipbug,Bug,,,,,Dottler (Level 10)
825,Dottler,Dottler,dottler,Bug,Psychic,Blipbug,824,Level 10,Orbeetle (Level 30)
826,Orbeetle,Orbeetle,orbeetle,Bug,Psychic,Dottler,825,Level 30,
827,Nickit,Nickit,nickit,Dark,,,,,Thievul (Level 18)
828,Thievul,Thievul,thievul,Dark,,Nickit,827,Level 18,
829,Gossifleur,Gossifleur,gossifleur,Grass,,,,,Eldegoss (Level 20)
830,Eldegoss,Eldegoss,eldegoss,Grass,,Gossifleur,829,Level 20,
831,Wooloo,Wooloo,wooloo,Normal,,,,,Dubwool (Level 24)
832,Dubwool,Dubwool,dubwool,Normal,,Wooloo,831,Level 24,
833,Chewtle,Chewtle,chewtle,Water,,,,,Drednaw (Level 22)
834,Drednaw,Drednaw,drednaw,Water,Rock,Chewtle,833,Level 22,
835,Yamper,Yamper,yamper,Electric,,,,,Boltund (Level 25)
836,Boltund,Boltund,boltund,Electric,,Yamper,835,Level 25,
837,Rolycoly,Rolycoly,rolycoly,Rock,,,,,Carkol (Level 18)
838,Carkol,Carkol,carkol,Rock,Fire,Rolycoly,837,Level 18,Coalossal (Level 34)
839,Coalossal,Coalossal,coalossal,Rock,Fire,Carkol,838,Level 34,
840,Applin,Applin,applin,Grass,Dragon,,,,Flapple (use Tart Apple); Appletun (use Sweet Apple); Dipplin (use Syrupy Apple)
841,Flapple,Flapple,flapple,Grass,Dragon,Applin,840,use Tart Apple,
842,Appletun,Appletun,appletun,Grass,Dragon,Applin,840,use Sweet Apple,
843,Silicobra,Silicobra,silicobra,Ground,,,,,Sandaconda (Level 36)
844,Sandaconda,Sandaconda,sandaconda,Ground,,Silicobra,843,Level 36,
846,Arrokuda,Arrokuda,arrokuda,Water,,,,,Barraskewda (Level 26)
847,Barraskewda,Barraskewda,barraskewda,Water,,Arrokuda,846,Level 26,
848,Toxel,Toxel,toxel,Electric,Poison,,,,"Toxtricity (Amped Form) (Level 30, with an amped Nature); Toxtricity (Low Key Form) (Level 30, with a low key Nature)"
849,Toxtricity (Amped Form),Toxtricity,toxtricity,Electric,Poison,Toxel,848,"Level 30, with an amped Nature",
849,Toxtricity (Low Key Form),Toxtricity,toxtricity,Electric,Poison,Toxel,848,"Level 30, with a low key Nature",
850,Sizzlipede,Sizzlipede,sizzlipede,Fire,Bug,,,,Centiskorch (Level 28)
851,Centiskorch,Centiskorch,centiskorch,Fire,Bug,Sizzlipede,850,Level 28,
852,Clobbopus,Clobbopus,clobbopus,Fighting,,,,,Grapploct (after Taunt learned)
853,Grapploct,Grapploct,grapploct,Fighting,,Clobbopus,852,after Taunt learned,
854,Sinistea,Sinistea,sinistea,Ghost,,,,,Polteageist (use Cracked Pot)
855,Polteageist,Polteageist,polteageist,Ghost,,Sinistea,854,use Cracked Pot,
856,Hatenna,Hatenna,hatenna,Psychic,,,,,Hattrem (Level 32)
857,Hattrem,Hattrem,hattrem,Psychic,,Hatenna,856,Level 32,Hatterene (Level 42)
858,Hatterene,Hatterene,hatterene,Psychic,Fairy,Hattrem,857,Level 42,
859,Impidimp,Impidimp,impidimp,Dark,Fairy,,,,Morgrem (Level 32)
860,Morgrem,Morgrem,morgrem,Dark,Fairy,Impidimp,859,Level 32,Grimmsnarl (Level 42)
861,Grimmsnarl,Grimmsnarl,grimmsnarl,Dark,Fairy,Morgrem,860,Level 42,
864,Cursola,Cursola,cursola,Ghost,,Galarian Corsola,222,Level 38,
865,Sirfetch'd,Sirfetch'd,sirfetchd,Fighting,,Galarian Farfetch'd,83,achieve 3 critical hits in one battle,
866,Mr. Rime,Mr. Rime,mr-rime,Ice,Psychic,Galarian Mr. Mime,122,Level 42,
868,Milcery,Milcery,milcery,Fairy,,,,,Alcremie (spin around holding Sweet)
869,Alcremie,Alcremie,alcremie,Fairy,,Milcery,868,spin around holding Sweet,
872,Snom,Snom,snom,Ice,Bug,,,,"Frosmoth (high Friendship, Nighttime)"
873,Frosmoth,Frosmoth,frosmoth,Ice,Bug,Snom,872,"high Friendship, Nighttime",
878,Cufant,Cufant,cufant,Steel,,,,,Copperajah (Level 34)
879,Copperajah,Copperajah,copperajah,Steel,,Cufant,878,Level 34,
884,Duraludon,Duraludon,duraludon,Steel,Dragon,,,,Archaludon (use Metal Alloy)
885,Dreepy,Dreepy,dreepy,Dragon,Ghost,,,,Drakloak (Level 50)
886,Drakloak,Drakloak,drakloak,Dragon,Ghost,Dreepy,885,Level 50,Dragapult (Level 60)
887,Dragapult,Dragapult,dragapult,Dragon,Ghost,Drakloak,886,Level 60,
891,Kubfu,Kubfu,kubfu,Fighting,,,,,"Urshifu (Single Strike Style) (use Scroll Of Darkness, or in Tower of Darkness in Galar); Urshifu (Rapid Strike Style) (use Scroll Of Waters, or in Tower of Water in Galar)"
892,Urshifu (Rapid Strike Style),Urshifu,urshifu,Fighting,Water,Kubfu,891,"use Scroll Of Waters, or in Tower of Water in Galar",
892,Urshifu (Single Strike Style),Urshifu,urshifu,Fighting,Dark,Kubfu,891,"use Scroll Of Darkness, or in Tower of Darkness in Galar",
899,Wyrdeer,Wyrdeer,wyrdeer,Normal,Psychic,Stantler,234,use Psyshield Bash 20 times in Agile Style,
900,Kleavor,Kleavor,kleavor,Bug,Rock,Scyther,123,use Black Augurite,
901,Ursaluna,Ursaluna,ursaluna,Ground,Normal,Ursaring,217,"use Peat Block, under a full moon, in Legends: Arceus",
902,Basculegion (Female),Basculegion,basculegion,Water,Ghost,Basculin (White-Striped Form),550,"Female, receive 294 recoil damage in battle",
902,Basculegion (Male),Basculegion,basculegion,Water,Ghost,Basculin (White-Striped Form),550,"Male, receive 294 recoil damage in battle",
904,Overqwil,Overqwil,overqwil,Dark,Poison,Hisuian Qwilfish,211,use Barb Barrage 20 times in Strong Style,
906,Sprigatito,Sprigatito,sprigatito,Grass,,,,,Floragato (Level 16)
907,Floragato,Floragato,floragato,Grass,,Sprigatito,906,Level 16,Meowscarada (Level 36)
908,Meowscarada,Meowscarada,meowscarada,Grass,Dark,Floragato,907,Level 36,
909,Fuecoco,Fuecoco,fuecoco,Fire,,,,,Crocalor (Level 16)
910,Crocalor,Crocalor,crocalor,Fire,,Fuecoco,909,Level 16,Skeledirge (Level 36)
911,Skeledirge,Skeledirge,skeledirge,Fire,Ghost,Crocalor,910,Level 36,
912,Quaxly,Quaxly,quaxly,Water,,,,,Quaxwell (Level 16)
913,Quaxwell,Quaxwell,quaxwell,Water,,Quaxly,912,Level 16,Quaquaval (Level 36)
914,Quaquaval,Quaquaval,quaquaval,Water,Fighting,Quaxwell,913,Level 36,
915,Lechonk,Lechonk,lechonk,Normal,,,,,"Oinkologne (Male) (Level 18, Male); Oinkologne (Female) (Level 18, Female)"
916,Oinkologne (Female),Oinkologne,oinkologne,Normal,,Lechonk,915,"Level 18, Female",
916,Oinkologne (Male),Oinkologne,oinkologne,Normal,,Lechonk,915,"Level 18, Male",
917,Tarountula,Tarountula,tarountula,Bug,,,,,Spidops (Level 15)
918,Spidops,Spidops,spidops,Bug,,Tarountula,917,Level 15,
919,Nymble,Nymble,nymble,Bug,,,,,Lokix (Level 24)
920,Lokix,Lokix,lokix,Bug,Dark,Nymble,919,Level 24,
921,Pawmi,Pawmi,pawmi,Electric,,,,,Pawmo (Level 18)
922,Pawmo,Pawmo,pawmo,Electric,Fighting,Pawmi,921,Level 18,"Pawmot (walk 1,000 steps in Let's Go mode)"
923,Pawmot,Pawmot,pawmot,Electric,Fighting,Pawmo,922,"walk 1,000 steps in Let's Go mode",
924,Tandemaus,Tandemaus,tandemaus,Normal,,,,,"Maushold (Family of Three) (Level 25, rare); Maushold (Family of Four) (Level 25)"
925,Maushold (Family of Four),Maushold,maushold,Normal,,Tandemaus,924,Level 25,
925,Maushold (Family of Three),Maushold,maushold,Normal,,Tandemaus,924,"Level 25, rare",
926,Fidough,Fidough,fidough,Fairy,,,,,Dachsbun (Level 26)
927,Dachsbun,Dachsbun,dachsbun,Fairy,,Fidough,926,Level 26,
928,Smoliv,Smoliv,smoliv,Grass,Normal,,,,Dolliv (Level 25)
929,Dolliv,Dolliv,dolliv,Grass,Normal,Smoliv,928,Level 25,Arboliva (Level 35)
930,Arboliva,Arboliva,arboliva,Grass,Normal,Dolliv,929,Level 35,
932,Nacli,Nacli,nacli,Rock,,,,,Naclstack (Level 24)
933,Naclstack,Naclstack,naclstack,Rock,,Nacli,932,Level 24,Garganacl (Level 38)
934,Garganacl,Garganacl,garganacl,Rock,,Naclstack,933,Level 38,
935,Charcadet,Charcadet,charcadet,Fire,,,,,Armarouge (use Auspicious Armor); Ceruledge (use Malicious Armor)
936,Armarouge,Armarouge,armarouge,Fire,Psychic,Charcadet,935,use Auspicious Armor,
937,Ceruledge,Ceruledge,ceruledge,Fire,Ghost,Charcadet,935,use Malicious Armor,
938,Tadbulb,Tadbulb,tadbulb,Electric,,,,,Bellibolt (use Thunder Stone)
939,Bellibolt,Bellibolt,bellibolt,Electric,,Tadbulb,938,use Thunder Stone,
940,Wattrel,Wattrel,wattrel,Electric,Flying,,,,Kilowattrel (Level 25)
941,Kilowattrel,Kilowattrel,kilowattrel,Electric,Flying,Wattrel,940,Level 25,
942,Maschiff,Maschiff,maschiff,Dark,,,,,Mabosstiff (Level 30)
943,Mabosstiff,Mabosstiff,mabosstiff,Dark,,Maschiff,942,Level 30,
944,Shroodle,Shroodle,shroodle,Poison,Normal,,,,Grafaiai (Level 28)
945,Grafaiai,Grafaiai,grafaiai,Poison,Normal,Shroodle,944,Level 28,
946,Bramblin,Bramblin,bramblin,Grass,Ghost,,,,"Brambleghast (walk 1,000 steps in Let's Go mode)"
947,Brambleghast,Brambleghast,brambleghast,Grass,Ghost,Bramblin,946,"walk 1,000 steps in Let's Go mode",
948,Toedscool,Toedscool,toedscool,Ground,Grass,,,,Toedscruel (Level 30)
949,Toedscruel,Toedscruel,toedscruel,Ground,Grass,Toedscool,948,Level 30,
951,Capsakid,Capsakid,capsakid,Grass,,,,,Scovillain (use Fire Stone)
952,Scovillain,Scovillain,scovillain,Grass,Fire,Capsakid,951,use Fire Stone,
953,Rellor,Rellor,rellor,Bug,,,,,"Rabsca (walk 1,000 steps in Let's Go mode)"
954,Rabsca,Rabsca,rabsca,Bug,Psychic,Rellor,953,"walk 1,000 steps in Let's Go mode",
955,Flittle,Flittle,flittle,Psychic,,,,,Espathra (Level 35)
956,Espathra,Espathra,espathra,Psychic,,Flittle,955,Level 35,
957,Tinkatink,Tinkatink,tinkatink,Fairy,Steel,,,,Tinkatuff (Level 24)
958,Tinkatuff,Tinkatuff,tinkatuff,Fairy,Steel,Tinkatink,957,Level 24,Tinkaton (Level 38)
959,Tinkaton,Tinkaton,tinkaton,Fairy,Steel,Tinkatuff,958,Level 38,
960,Wiglett,Wiglett,wiglett,Water,,,,,Wugtrio (Level 26)
961,Wugtrio,Wugtrio,wugtrio,Water,,Wiglett,960,Level 26,
963,Finizen,Finizen,finizen,Water,,,,,"Palafin (Zero Form) (Level 38, while in multiplayer)"
964,Palafin (Zero Form),Palafin,palafin,Water,,Finizen,963,"Level 38, while in multiplayer",
965,Varoom,Varoom,varoom,Steel,Poison,,,,Revavroom (Level 40)
966,Revavroom,Revavroom,revavroom,Steel,Poison,Varoom,965,Level 40,
969,Glimmet,Glimmet,glimmet,Rock,Poison,,,,Glimmora (Level 35)
970,Glimmora,Glimmora,glimmora,Rock,Poison,Glimmet,969,Level 35,
971,Greavard,Greavard,greavard,Ghost,,,,,"Houndstone (Level 30, Nighttime)"
972,Houndstone,Houndstone,houndstone,Ghost,,Greavard,971,"Level 30, Nighttime",
974,Cetoddle,Cetoddle,cetoddle,Ice,,,,,Cetitan (use Ice Stone)
975,Cetitan,Cetitan,cetitan,Ice,,Cetoddle,974,use Ice Stone,
979,Annihilape,Annihilape,annihilape,Fighting,Ghost,Primeape,57,Use Rage Fist 20 times,
981,Farigiraf,Farigiraf,farigiraf,Normal,Psychic,Girafarig,203,after Twin Beam learned,
982,Dudunsparce (Three-Segment Form),Dudunsparce,dudunsparce,Normal,,Dunsparce,206,"after Hyper Drill learned, rare",
982,Dudunsparce (Two-Segment Form),Dudunsparce,dudunsparce,Normal,,Dunsparce,206,after Hyper Drill learned,
983,Kingambit,Kingambit,kingambit,Dark,Steel,Bisharp,625,defeat 3 Bisharp that are holding Leader's Crest,
996,Frigibax,Frigibax,frigibax,Dragon,Ice,,,,Arctibax (Level 35)
997,Arctibax,Arctibax,arctibax,Dragon,Ice,Frigibax,996,Level 35,Baxcalibur (Level 54)
998,Baxcalibur,Baxcalibur,baxcalibur,Dragon,Ice,Arctibax,997,Level 54,
999,Gimmighoul (Chest Form),Gimmighoul,gimmighoul,Ghost,,,,,Gholdengo (collect 999 Coins from Roaming Form)
1000,Gholdengo,Gholdengo,gholdengo,Steel,Ghost,Gimmighoul (Chest Form),999,collect 999 Coins from Roaming Form,
1011,Dipplin,Dipplin,dipplin,Grass,Dragon,Applin,840,use Syrupy Apple,Hydrapple (after Dragon Cheer learned)
1012,Poltchageist,Poltchageist,poltchageist,Grass,Ghost,,,,Sinistcha (use Unremarkable Teacup)
1013,Sinistcha,Sinistcha,sinistcha,Grass,Ghost,Poltchageist,1012,use Unremarkable Teacup,
1018,Archaludon,Archaludon,archaludon,Steel,Dragon,Duraludon,884,use Metal Alloy,
1019,Hydrapple,Hydrapple,hydrapple,Grass,Dragon,Dipplin,1011,after Dragon Cheer learned,
